filename,ground_truth,predictions,similarity,evaluation,manual evaluation,remarks
../images/test/batch3/Liquor bottle.jpeg,Liquor bottle,"['liquor bottle', 'liquor bottle']",1,1,1,
../images/test/batch3/Television (2).jpg,Television,"['television', 'clock', 'audio sound system']",0.33,0,1,
../images/test/batch3/Diaper.jpg,Diaper,"['diaper', 'cardboard box']",0.5,0,1,
../images/test/batch3/camisole.jpg,camisole,['camisole'],1,1,1,
../images/test/batch3/Textbooks (2).jpg,Textbooks,['textbooks'],1,1,1,
../images/test/batch3/tennis ball.jpg,tennis ball,['tennis ball'],1,1,1,
../images/test/batch3/alkaline battery.jpg,alkaline battery,['alkaline battery'],1,1,1,
../images/test/batch3/crayon drawing.jpeg,crayon drawing,['crayon drawing'],1,1,1,
../images/test/batch3/Toaster oven (2).jpg,Toaster oven,['toaster oven'],1,1,1,
../images/test/batch3/plastic container.jpg,plastic container,['plastic container'],1,1,1,
../images/test/batch3/cd player (4).jpg,cd player,['cd player'],1,1,1,
../images/test/batch3/Rice cooker (2).jpg,Rice cooker,['rice cooker'],1,1,1,
../images/test/batch3/Aerosol cans (2).jpg,Aerosol cans,['aerosol cans'],1,1,1,
../images/test/batch3/styrofoam.jpg,styrofoam,['styrofoam'],1,1,1,
../images/test/batch3/School shoes (2).jpg,School shoes,['sneakers'],0,0,1,
../images/test/batch3/styrofoam cup.jpeg,styrofoam cup,['disposable cup'],0,0,1,
../images/test/batch3/wet wipes.jpg,wet wipes,['wet wipes'],1,1,1,
../images/test/batch3/crocs.jpg,crocs,['crocs'],1,1,1,
../images/test/batch3/pumps.jpg,pumps,['bicycle pump'],0,0,1,
../images/test/batch3/bodywash bottle (2).jpg,bodywash bottle,['plastic bodywash bottle'],0,0,1,
../images/test/batch3/Cellphone.jpg,Cellphone,['cellphone'],1,1,1,
../images/test/batch3/Diaper (4).jpg,Diaper,['diaper'],1,1,1,
../images/test/batch3/tempered glass.jpg,tempered glass,['tempered glass'],1,1,1,
../images/test/batch3/paper bag.jpg,paper bag,['gift bag'],0,0,1,
../images/test/batch3/pyrex glassware.jpg,pyrex glassware,['glass bakeware'],0,0,1,
../images/test/batch3/School shoes (3).jpg,School shoes,['school shoes'],1,1,1,
../images/test/batch3/food blender (3).jpg,food blender,['food blender'],1,1,1,
../images/test/batch3/mouth wash.jpg,mouth wash,['mouthwash bottle'],0,0,1,
../images/test/batch3/playstation.jpg,playstation,['gaming console'],0,0,1,
../images/test/batch3/Cooking pot.jpg,Cooking pot,"['cooking pot', 'cooking pot']",1,1,1,
../images/test/batch3/dirty aluminium foil.webp,dirty aluminium foil,"['dirty aluminium tray', 'disposable fork']",0,0,1,
../images/test/batch3/beverage glass bottle.jpg,beverage glass bottle,['glass bottle'],0.67,1,1,
../images/test/batch3/Television (3).jpg,Television,['television'],1,1,1,
../images/test/batch3/pizza box.jpg,pizza box,['cardboard box'],0,0,1,
../images/test/batch3/Lamp fixture (2).jpg,Lamp fixture,['lamp'],0,0,1,
../images/test/batch3/wooden chopsticks (2).jpg,wooden chopsticks,['wooden chopsticks'],1,1,1,
../images/test/batch3/Facial cleanser bottle.jpg,Facial cleanser bottle,['plastic facial cleanser bottle'],0.5,0,1,
../images/test/batch3/nintendo.jpg,nintendo,['nintendo'],1,1,1,
../images/test/batch3/Sanitary pad (5).jpg,Sanitary pad,['sanitary pad'],1,1,1,
../images/test/batch3/plastic egg trays.jpg,plastic egg trays,['plastic container'],0,0,1,
../images/test/batch3/beer can.jpg,beer can,['beer can'],1,1,1,
../images/test/batch3/cd.jpeg,cd,['cd'],1,1,1,
../images/test/batch3/Newsletter.jpg,Newsletter,['magazine (glossy and non-glossy)'],0,0,1,
../images/test/batch3/noodles.jpg,noodles,"['noodles', 'plastic packaging']",0.5,0,1,
../images/test/batch3/Diaper (2).jpg,Diaper,['diaper'],1,1,1,
../images/test/batch3/bed frame.jpeg,bed frame,"['bed frame', 'cabinet']",0.5,0,1,
../images/test/batch3/make up.jpg,make up,['make up'],1,1,1,
../images/test/batch3/takeaway.jpg,takeaway,['disposable bowl'],0,0,1,
../images/test/batch3/plastic file.jpg,plastic file,['plastic envelope'],0,0,1,
../images/test/batch3/Joss sticks.jpg,Joss sticks,['joss sticks'],1,1,1,
../images/test/batch3/wet wipes (3).jpg,wet wipes,['wet wipes'],1,1,1,
../images/test/batch3/cotton bud.jpg,cotton bud,['cotton bud'],1,1,1,
../images/test/batch3/jam spread bottle.jpg,jam spread bottle,"['food glass bottle', 'food jars', 'jam spread bottle', 'coffee glass bottle']",0,0,1,
../images/test/batch3/marker.jpg,marker,['whiteboard marker'],0,0,1,
../images/test/batch3/detergent bottle.jpg,detergent bottle,['detergent bottle'],1,1,1,
../images/test/batch3/handphone.jpg,handphone,['cellphone'],0,0,1,
../images/test/batch3/egg tray.jpeg,egg tray,['paper egg trays'],0,0,1,
../images/test/batch3/toys.jpg,toys,['toys'],1,1,1,
../images/test/batch3/Personal mobility devices (3).jpg,Personal mobility devices,['electric mobility scooter'],0,0,1,
../images/test/batch3/cling film.jpg,cling film,['cling film'],1,1,1,
../images/test/batch3/pencil.jpg,pencil,['pencil'],1,1,1,
../images/test/batch3/glad wrap.jpg,glad wrap,['cling film'],0,0,1,
../images/test/batch3/Newsletter (3).jpg,Newsletter,['newsletter'],1,1,1,
../images/test/batch3/Lamp fixture (4).jpg,Lamp fixture,"['lamp', 'telephone']",0,0,1,
../images/test/batch3/Ribbons.jpg,Ribbons,['fabric'],0,0,1,
../images/test/batch3/Printer.jpg,Printer,"['printer', 'paper']",0,0,1,
../images/test/batch3/Liquor bottle (4).jpeg,Liquor bottle,['liquor bottle'],1,1,1,
../images/test/batch3/textbooks.jpg,textbooks,['books'],0,0,1,
../images/test/batch3/Notebook.jpg,Notebook,['notebook'],1,1,1,
../images/test/batch3/jam spread bottle (2).jpg,jam spread bottle,['food glass bottle'],0,0,1,
../images/test/batch3/graph paper.jpg,graph paper,['graph paper'],1,1,1,
../images/test/batch3/Spectacles (3).jpg,Spectacles,['glasses'],0,0,1,
../images/test/batch3/electric bicycle.jpeg,electric bicycle,['electric bicycle'],1,1,1,
../images/test/batch3/beverage metal can.jpg,beverage metal can,['beverage metal can'],1,1,1,
../images/test/batch3/basketball.jpg,basketball,['basketball'],1,1,1,
../images/test/batch3/Football (2).jpg,Football,['football'],1,1,1,
../images/test/batch3/exercise book.jpg,exercise book,['exercise book'],1,1,1,
../images/test/batch3/Glass Tube (2).jpg,Glass Tube,['glass tube'],1,1,1,
../images/test/batch3/mobile phone battery.jpg,mobile phone battery,['mobile phone battery'],1,1,1,
../images/test/batch3/hard disk drive.jpg,hard disk drive,['hard disk drive'],1,1,1,
../images/test/batch3/cotton wool (2).jpg,cotton wool,['cotton wool'],1,1,1,
../images/test/batch3/Disposable shaver (2).jpg,Disposable shaver,['disposable shaver'],1,1,1,
../images/test/batch3/food processor.jpg,food processor,['food processor'],1,1,1,
../images/test/batch3/Notebook (2).jpg,Notebook,['notebook'],1,1,1,
../images/test/batch3/Drinking glass.jpg,Drinking glass,['glass cup'],0,0,1,
../images/test/batch3/dining table.jpg,dining table,"['dining table', 'chairs']",0.5,0,1,
../images/test/batch3/cd player.jpeg,cd player,['cd player'],1,1,1,
../images/test/batch3/bodywash bottle.jpg,bodywash bottle,['plastic bodywash bottle'],0,0,1,
../images/test/batch3/seal bag.jpg,seal bag,['plastic bag'],0,0,1,
../images/test/batch3/Sanitary pad (3).jpg,Sanitary pad,"['diaper', 'sanitary pad']",0.5,0,1,
../images/test/batch3/pants.jpg,pants,['pants'],1,1,1,
../images/test/batch3/potato chip bags.jpg,potato chip bags,['potato chip bags'],1,1,1,
../images/test/batch3/video tape.jpg,video tape,['video tape'],1,1,1,
../images/test/batch3/9-Volt battery (2).jpg,9-Volt battery,"['9-volt battery', 'alkaline battery']",0.67,1,1,
../images/test/batch3/Playstation (2).jpg,Playstation,['gaming console'],0,0,1,
../images/test/batch3/desktop computer.jpg,desktop computer,['desktop computer'],1,1,1,
../images/test/batch3/ceramic products.jpeg,ceramic products,['ceramic products'],1,1,1,
../images/test/batch3/9-Volt battery.jpg,9-Volt battery,['9-volt battery'],1,1,1,
../images/test/batch3/washing machine.jpg,washing machine,['washing machine'],1,1,1,
../images/test/batch3/electric shaver.jpg,electric shaver,['electric shaver'],1,1,1,
../images/test/batch3/baking paper.jpg,baking paper,['baking paper'],1,1,1,
../images/test/batch3/Shampoo (2).jpg,Shampoo,['shampoo bottle'],0,0,1,
../images/test/batch3/toaster oven.jpg,toaster oven,['toaster oven'],1,1,1,
../images/test/batch3/Newsletter (2).jpg,Newsletter,['magazine (glossy and non-glossy)'],0,0,1,
../images/test/batch3/speaker.jpg,speaker,['speaker'],1,1,1,
../images/test/batch3/Shampoo (3).jpg,Shampoo,['shampoo bottle'],0.333333333,0,1,
../images/test/batch3/tissue box.jpeg,tissue box,['tissue box'],1,1,1,
../images/test/batch3/boots.jpg,boots,['boots'],1,1,1,
../images/test/batch3/plastic knife.jpg,plastic knife,['disposable knife'],0,0,1,
../images/test/batch3/Clean aluminium foil (2).jpg,Clean aluminium foil,['clean aluminium foil'],1,1,1,
../images/test/batch3/metal paint cans.jpeg,metal paint cans,['metal container'],0,0,1,
../images/test/batch3/electric kettle.jpg,electric kettle,['electric kettle'],1,1,1,
../images/test/batch3/food metal can.jpg,food metal can,['canned food'],0,0,1,
../images/test/batch3/clothes hanger.jpg,clothes hanger,['plastic clothes hanger'],0,0,1,
../images/test/batch3/keyboard.jpg,keyboard,"['keyboard', 'computer mouse']",1,1,1,
../images/test/batch3/assessment books.jpg,assessment books,['assessment books'],1,1,1,
../images/test/batch3/plastic bubble tea carrier.jpg,plastic bubble tea carrier,"['plastic bag', 'plastic film']",0,0,1,
../images/test/batch3/Liquor bottle (3).jpeg,Liquor bottle,['liquor bottle'],1,1,1,
../images/test/batch3/containers.jpg,containers,['disposable cup'],0,0,1,
../images/test/batch3/food blender (2).jpg,food blender,['food blender'],1,1,1,
../images/test/batch3/monitor.jpeg,monitor,"['desktop monitor', 'laptop', 'keyboard', 'lamp', 'stationery']",0.2,0,1,
../images/test/batch3/School shoes.jpg,School shoes,['school shoes'],1,1,1,
../images/test/batch3/blouse.jpg,blouse,['blouse'],1,1,1,
../images/test/batch3/heels.jpg,heels,['heels'],1,1,1,
../images/test/batch3/Spectacles.jpg,Spectacles,['glasses'],0,0,1,
../images/test/batch3/medicine pack.webp,medicine pack,['medicine pack'],1,1,1,
../images/test/batch3/Aerosol cans (3).jpg,Aerosol cans,['aerosol cans'],1,1,1,
../images/test/batch3/fabric.jpg,fabric,['fabric'],1,1,1,
../images/test/batch3/crystal glass.jpg,crystal glass,['glassware'],0,0,1,
../images/test/batch3/Football (3).jpg,Football,['football'],1,1,1,
../images/test/batch3/Lamp fixture (3).jpg,Lamp fixture,['lamp fixture'],1,1,1,
../images/test/batch3/metal cutlery.jpg,metal cutlery,['metal cutlery'],1,1,1,
../images/test/batch3/Sanitary pad (2).jpg,Sanitary pad,['sanitary pad'],1,1,1,
../images/test/batch3/Spectacles (2).jpg,Spectacles,['glasses'],1,1,1,
../images/test/batch3/cassette.jpg,cassette,['cassette'],1,1,1,
../images/test/batch3/Steel wool (2).jpg,Steel wool,['steel wool'],1,1,1,
../images/test/batch3/cupboard.jpg,cupboard,['plastic container'],0,0,1,
../images/test/batch3/wet wipes (2).jpg,wet wipes,['wet wipes'],1,1,1,
../images/test/batch3/perfume glass bottle.jpg,perfume glass bottle,['plastic spray bottle'],0,0,1,
../images/test/batch3/Cooking pot (3).jpeg,Cooking pot,['cooking pot'],1,1,1,
../images/test/batch3/Portable charger (2).jpg,Portable charger,['portable charger'],1,1,1,
../images/test/batch3/birthday card.jpg,birthday card,['birthday card'],1,1,1,
../images/test/batch3/paper cup.jpg,paper cup,['paper cup'],1,1,1,
../images/test/batch3/gift wrapping paper.jpeg,gift wrapping paper,['gift wrapping paper'],1,1,1,
../images/test/batch3/plastic saucer.jpg,plastic saucer,"['plastic bowl', 'plastic plate']",0,0,1,
../images/test/batch3/Audio sound system (3).jpg,Audio sound system,"['dvd player', 'audio sound system']",0.5,0,1,
../images/test/batch3/Battery Charger (2).jpg,Battery Charger,['battery charger'],1,1,1,
../images/test/batch3/Toaster oven (3).jpg,Toaster oven,['toaster oven'],1,1,1,
../images/test/batch3/Joss sticks (3).jpg,Joss sticks,['joss sticks'],1,1,1,
../images/test/batch3/books.jpg,books,['books'],1,1,1,
../images/test/batch3/tie.jpg,tie,['tie'],1,1,1,
../images/test/batch3/Portable charger.jpg,Portable charger,['portable charger'],1,1,1,
../images/test/batch3/music player.jpg,music player,['audio sound system'],0,0,1,
../images/test/batch3/toilet paper.jpg,toilet paper,"['toilet paper', 'toilet paper packaging']",0.5,0,1,
../images/test/batch3/jacket.jpg,jacket,['jacket'],1,1,1,
../images/test/batch3/compact disc.jpeg,compact disc,['cd'],0,0,1,
../images/test/batch3/cosmetic glass bottle.jpg,cosmetic glass bottle,"['cosmetic glass bottle', 'food jars']",0.5,0,1,
../images/test/batch3/Disposable spoon.jpg,Disposable spoon,"['ceramic products', 'plastic film']",0,0,1,
../images/test/batch3/Audio sound system (2).jpeg,Audio sound system,['audio sound system'],1,1,1,
../images/test/batch3/Printer (2).jpg,Printer,['printer'],1,1,1,
../images/test/batch3/roller blades.jpg,roller blades,['roller blades'],1,1,1,
../images/test/batch3/christmas card.jpg,christmas card,['christmas card'],1,1,1,
../images/test/batch3/shampoo.jpg,shampoo,"['shampoo bottle', 'conditioner bottle', 'plastic pump']",0,0,1,
../images/test/batch3/kitchen roll.jpg,kitchen roll,['toilet paper packaging'],0,0,1,
../images/test/batch3/drumstick.jpg,drumstick,['wooden chopsticks'],0,0,0,
../images/test/batch3/crackers.jpg,crackers,['crackers'],1,1,1,
../images/test/batch3/Disposable shaver (3).jpg,Disposable shaver,"['shaving cream', 'disposable shaver']",0.714285714,1,1,
../images/test/batch3/chilli sauce bottle.jpg,chilli sauce bottle,"['chilli sauce bottle', 'sauce bottle']",0.666666667,1,1,
../images/test/batch3/mirror.jpeg,mirror,['mirror'],1,1,1,
../images/test/batch3/glass tea pot.jpeg,glass tea pot,['glassware'],0,0,1,
../images/test/batch3/Calendar.jpg,Calendar,['calendar'],1,1,1,
../images/test/batch3/Liquor bottle (2).jpeg,Liquor bottle,['liquor bottle'],1,1,1,
../images/test/batch3/iron.jpg,iron,['iron'],1,1,1,
../images/test/batch3/Computer mouse.jpg,Computer mouse,['computer mouse'],1,1,1,
../images/test/batch3/Spectacles (5).jpg,Spectacles,"['glasses', 'glasses']",1,1,1,
../images/test/batch3/Diaper (3).jpg,Diaper,['diaper'],1,1,1,
../images/test/batch3/jam spread bottle (3).jpg,jam spread bottle,['jam spread bottle'],1,1,1,
../images/test/batch3/disposable wooden chopsticks.jpg,disposable wooden chopsticks,['disposable wooden chopsticks'],1,1,1,
../images/test/batch3/glass wine bottle.jpg,glass wine bottle,['wine bottle'],0.333333333,0,1,
../images/test/batch3/Rice cooker (3).jpg,Rice cooker,['rice cooker'],1,1,1,
../images/test/batch3/coffee table.jpg,coffee table,['coffee table'],1,1,1,
../images/test/batch3/Joss sticks (2).jpg,Joss sticks,['joss sticks'],1,1,1,
../images/test/batch3/liquor bottle.jpeg,liquor bottle,['liquor bottle'],1,1,1,
../images/test/batch3/Television.jpg,Television,['television'],1,1,1,
../images/test/batch3/food jars.jpg,food jars,['glassware'],0,0,1,
../images/test/batch3/cigarettes.jpg,cigarettes,['cigarettes'],1,1,1,
../images/test/batch3/modem.jpg,modem,['modem'],1,1,1,
../images/test/batch3/plastic bowl.jpg,plastic bowl,['plastic bowl'],1,1,1,
../images/test/batch3/briefcase.jpg,briefcase,['briefcase'],1,1,1,
../images/test/batch3/candy.jpg,candy,['sweets'],0,0,1,
../images/test/batch3/glitter paper.jpg,glitter paper,['glitter paper'],1,1,1,
../images/test/batch3/Vase (3).jpg,Vase,['vase'],1,1,1,
../images/test/batch3/ribbons.jpg,ribbons,['ribbons'],1,1,1,
../images/test/batch3/fish.jpg,fish,['fish'],1,1,1,
../images/test/batch3/Shampoo (4).jpg,Shampoo,['shampoo bottle'],0.333333333,0,1,
,,,,61.15%,99.38%,
